currency_id,symbol,name,market_cap,price,price_change_percentage_24h,volume_24h,last_updated
234500,USDA,USDa,185678909.00,0.9976600000,-0.03,502750.00,2024-12-20 17:08:07.976784
311827,AIC,AI Companions,146278915.00,0.1625320000,-0.82,10314555.00,2024-12-10 04:45:47.902053
311803,$RCGE,RCGE,168805259.00,0.0142151800,,2.43,2024-12-20 17:08:07.983783
311786,GPU,NodeAI,132182971.00,1.3500000000,-4.82,1732289.00,2024-12-19 18:42:39.109316
311857,DUSK,Dusk,146165954.00,0.3129690000,3.26,18597217.00,2024-12-08 05:36:46.676954
110,MOG,Mog Coin,842113266.00,0.0000021500,-0.60,59264185.00,2024-12-20 17:08:07.359079
112,GOAT,Goatseus Maximus,426674363.00,0.4249020000,2.61,420195028.00,2024-12-20 17:08:07.381773
234595,XVG,Verge,169083796.00,0.0102136900,14.00,31442405.00,2024-12-20 17:08:07.983783
311844,REWARD,Rewardable,145064030.00,0.5975930000,56.68,75567.00,2024-12-03 04:24:08.385792
311796,TAI,TARS AI,175895166.00,0.2965520000,4.45,52490700.00,2024-12-20 17:08:07.980783
311860,STEEM,Steem,144690219.00,0.3031520000,0.03,59294799.00,2024-12-06 04:50:20.187394
194871,BAN,Comedian,147023420.00,0.1468790000,6.63,180602206.00,2024-12-06 04:50:20.186396
82,HNT,Helium,1141348631.00,6.5200000000,3.49,51959995.00,2024-12-20 17:08:07.353079
311611,CHILLGUY,Just a chill guy,172066760.00,0.1723950000,1.27,130508834.00,2024-12-20 17:08:07.982784
311829,HT,Huobi,154853106.00,0.9699650000,13.10,693543.00,2024-12-20 17:08:07.987783
124,EOS,EOS,1147176289.00,0.7552940000,3.08,385692420.00,2024-12-20 17:08:07.353079
311714,LCX,LCX,182579983.00,0.2352670000,-7.85,4621705.00,2024-12-20 17:08:07.978784
311866,MTL,Metal DAO,140555075.00,1.7000000000,3.71,81277357.00,2024-12-04 03:57:52.700214
209750,CTK,Shentu,140426676.00,0.9973460000,8.41,49635845.00,2024-12-12 23:49:13.784343
311819,PEAQ,peaq,336046056.00,0.5172910000,-6.49,95820923.00,2024-12-20 17:08:07.393773
311734,SCRT,Secret,140946077.00,0.4749630000,-1.72,6341045.00,2024-12-18 01:37:25.679876
117,JUPSOL,Jupiter Staked SOL,731126894.00,199.7900000000,-0.11,48002631.00,2024-12-20 17:08:07.362432
424,CTSI,Cartesi,120928104.00,0.1437110000,7.24,29270135.00,2024-12-20 17:08:08.004792
311855,THE,Thena,137664093.00,2.5000000000,-9.52,440953775.00,2024-12-03 04:24:08.387792
311856,ALI,Artificial Liquid Intelligence,155389963.00,0.0191025600,-4.38,3417275.00,2024-12-13 04:05:15.619891
99999,DKA,dKargo,138861479.00,0.0296273000,2.12,15263156.00,2024-12-04 03:57:52.702216
311858,IAG,Iagon,136505701.00,0.3605210000,3.01,1100347.00,2024-12-03 04:24:08.387792
311859,NEURAL,NEURALAI,154372531.00,15.4300000000,-10.23,916958.00,2024-12-13 04:05:15.620892
311865,CELR,Celer Network,150521024.00,0.0266387200,5.78,28080786.00,2024-12-13 04:05:15.622891
311793,BINK,Big Dog Fink,111608225.00,0.0007430500,-11.71,53396.00,2024-12-20 17:08:08.009792
311814,ERG,Ergo,120086897.00,1.5200000000,6.62,750987.00,2024-12-20 17:08:08.005793
270,OSAK,Osaka Protocol,154328564.00,2.011E-7,9.66,391230.00,2024-12-20 17:08:07.988784
100,TKX,Tokenize Xchange,1361810989.00,17.0200000000,3.39,17014585.00,2024-12-20 17:08:07.349078
311710,AIXBT,aixbt by Virtuals,240515473.00,0.2398250000,42.94,42869364.00,2024-12-20 17:08:07.959608
94,EETH,ether.fi Staked ETH,898395787.00,3274.4700000000,4.38,191331.00,2024-12-20 17:08:07.358079
103,FLOW,Flow,1042644607.00,0.6686420000,3.75,130992751.00,2024-12-20 17:08:07.354078
97,STRK,Starknet,1051632227.00,0.4643070000,10.20,279141252.00,2024-12-20 17:08:07.354078
286576,SLP,Smooth Love Potion,156295061.00,0.0037893800,2.41,29317454.00,2024-12-20 17:08:07.987783
105,LBTC,Lombard Staked BTC,1454990305.00,94831.0000000000,0.60,8427322.00,2024-12-20 17:08:07.347078
372402,SHDW,Shadow Token,126868664.00,0.7837110000,-6.70,8117727.00,2024-12-20 17:08:08.001791
372394,AVA,AVA (Travala),139717055.00,2.4500000000,259.16,610949973.00,2024-12-13 03:45:11.000145
372412,PEPU,Pepe Unchained,121653973.00,0.0151127200,-13.40,9320298.00,2024-12-20 17:08:08.003792
320601,AURORA,Aurora,117233562.00,0.2085330000,-8.79,7080025.00,2024-12-20 17:08:08.006792
372417,ZKJ,Polyhedra Network,117048939.00,1.9400000000,-0.70,41281857.00,2024-12-20 17:08:08.006792
372410,SUPRA,Supra,250441046.00,0.0383767500,-11.75,44505703.00,2024-12-20 17:08:07.957608
360359,DESO,Decentralized Social,136383939.00,12.9300000000,-2.70,1093179.00,2024-12-10 04:45:47.907053
320409,SHIRO,Shiro Neko,234537172.00,2.344E-7,5.08,6191423.00,2024-12-20 17:08:07.961609
360282,INSURANCE,INSURANCE,217780562.00,11.6300000000,20.93,253379.00,2024-12-20 17:08:07.965608
325097,FLIP,Chainflip,152681903.00,2.4700000000,8.29,5911198.00,2024-12-08 05:36:46.673923
316356,DODO,DODO,151069830.00,0.2084050000,15.78,26035982.00,2024-12-08 05:36:46.674924
338121,MODE,Mode,147228385.00,0.0588250000,13.18,8386577.00,2024-12-08 05:36:46.675923
325107,"""　""","""　""",148636606.00,0.2361210000,44.05,24426926.00,2024-12-08 00:14:23.819972
317859,BULLY,Dolos The Bully,143087344.00,0.1489640000,40.02,40133213.00,2024-12-04 03:57:52.697148
316362,SYS,Syscoin,141376447.00,0.1770830000,10.66,32976769.00,2024-12-04 03:57:52.699153
372388,GRIFFAIN,GRIFFAIN,212857971.00,0.2122990000,56.68,88146640.00,2024-12-20 17:08:07.966608
316297,STNK,Stonks,153060744.00,263.2500000000,88.63,3097152.00,2024-12-06 04:50:20.183431
325022,NACHO,Nacho the Kat,215271381.00,0.0006804900,516.39,773833.00,2024-12-08 00:14:34.698446
311871,PHA,PHALA,137127621.00,0.1785690000,1.49,27471631.00,2024-12-03 23:25:05.865137
311870,ALU,Altura,151013814.00,0.1528070000,-3.75,13705983.00,2024-12-06 04:50:20.185396
320616,KEEP,Keep Network,148106145.00,0.2694230000,50.89,21192.00,2024-12-06 04:50:20.186396
372405,ARC,AI Rig Complex,208978683.00,0.2112980000,52.05,96775619.00,2024-12-20 17:08:07.967608
372393,CACAO,Maya Protocol,141845350.00,1.4200000000,132.99,6081237.00,2024-12-12 19:17:22.754810
360270,VERUM,Verum Coin,112070799.00,1200.1500000000,87.15,112521.00,2024-12-20 16:56:09.579478
372401,HFUN,Hypurr Fun,204580180.00,206.8100000000,-27.94,11295366.00,2024-12-20 17:08:07.968608
317850,SKI,Ski Mask Dog,190403634.00,0.1900490000,25.22,13438243.00,2024-12-20 17:08:07.974779
320611,PIN,PinLink,181025612.00,2.2600000000,1.96,1772541.00,2024-12-20 17:08:07.978784
360338,REZ,Renzo,170618163.00,0.0345642300,-18.25,34175881.00,2024-12-20 17:08:07.982784
372379,WETH,WETH,9128603133.00,3281.9300000000,4.37,2242365291.00,2024-12-20 17:08:07.327424
359956,MOVE,Movement,1735020991.00,0.7743390000,11.36,2020616254.00,2024-12-20 17:08:07.343078
372397,PENGU,Pudgy Penguins,1619151686.00,0.0257120500,-57.82,1260717338.00,2024-12-20 17:08:07.345078
372408,USUAL,Usual,625585631.00,1.3500000000,13.64,1940799880.00,2024-12-20 17:08:07.367432
372414,FAI,Freysa AI,116670941.00,0.0142183200,58.20,6176711.00,2024-12-20 17:08:08.007791
372398,VANA,Vana,538001554.00,17.4700000000,-46.72,331168374.00,2024-12-20 17:08:07.371432
360194,CULT,Milady Cult Coin,116120987.00,0.0027208300,-13.04,8326995.00,2024-12-20 17:08:08.008792
372391,GME,GME (Ethereum),160768377.00,0.0003907900,-0.22,2576428.00,2024-12-13 04:05:15.613861
372407,SEND,Suilend,114428436.00,2.3400000000,-9.84,13829490.00,2024-12-20 17:08:08.008792
372399,SUSDS,sUSDS,513365412.00,1.0140000000,-0.11,2222821.00,2024-12-20 17:08:07.374432
320551,OMI,ECOMI,111448330.00,0.0004100600,57.04,1369802.00,2024-12-20 17:08:08.010792
372395,ACA,Acala,140414749.00,0.1232920000,20.72,47652917.00,2024-12-12 23:49:13.784343
372392,KOMA,Koma Inu,142843127.00,0.1434590000,-13.48,34214356.00,2024-12-12 19:17:46.253832
360366,XION,XION,142171618.00,5.5600000000,-7.54,57850476.00,2024-12-12 19:17:46.254832
320296,AGENTFUN,AgentFun.AI,464157392.00,4.6100000000,16.59,164531.00,2024-12-20 17:08:07.378768
292,ATH,Aethir,399306370.00,0.0702460000,6.79,101350053.00,2024-12-20 17:08:07.383773
372396,XMW,Morphware,150289090.00,0.1926400000,15.63,2750241.00,2024-12-13 04:05:15.623891
372390,M3M3,M3M3,150181539.00,0.1501820000,19.45,8382326.00,2024-12-13 04:05:15.623891
316366,HFT,Hashflow,145914577.00,0.3026310000,11.63,43248281.00,2024-12-13 04:05:15.624891
359938,SOS,Solana Swap,2504517900.00,3.8600000000,24.14,924765.00,2024-12-18 01:37:25.055455
316300,WIN,WINkLink,141811301.00,0.0001426500,45.53,30175344.00,2024-12-13 04:05:15.626892
153,USDC.E,Bridged USDC (Polygon PoS Bridge),389639346.00,0.9984000000,0.03,60735049.00,2024-12-20 17:08:07.384773
315957,STAU,STAU,1640330857.00,0.1639830000,18.88,92498.00,2024-12-18 01:37:25.064971
372403,LOFI,LOFI,161345263.00,0.1634010000,-6.98,10404599.00,2024-12-20 17:08:07.985784
372406,DOLA,DOLA,147821489.00,0.9826330000,-0.76,19645615.00,2024-12-20 17:08:07.991784
320596,LUMIA,Lumia,142430362.00,1.8900000000,-0.08,59401111.00,2024-12-18 01:37:25.677823
372415,BTSE,BTSE Token,146207539.00,0.9009730000,9.08,528297.00,2024-12-20 17:08:07.993784
372404,MONKY,Wise Monkey,145632271.00,0.0000145700,-0.40,34033897.00,2024-12-20 17:08:07.993784
372387,ME,Magic Eden,386393824.00,2.9700000000,-8.47,438403750.00,2024-12-20 17:08:07.385773
372400,FLUID,Fluid,278407498.00,7.0300000000,2.21,4870464.00,2024-12-20 17:08:07.952638
372409,RBNT,Redbelly Network,259188850.00,0.2540620000,12.52,3850333.00,2024-12-20 17:08:07.956608
372389,CTF,Crypto Trading Fund,145476285.00,1.2100000000,29.22,45291.00,2024-12-20 17:08:07.993784
372413,AKUMA,Akuma Inu,145208235.00,0.0002137900,47.74,1375386.00,2024-12-20 17:08:07.994785
372411,FUEL,Fuel Network,141658129.00,0.0398900200,-19.68,58873694.00,2024-12-20 17:08:07.994785
372416,GEAR,Gearbox,132147534.00,0.0131392100,4.28,3813025.00,2024-12-20 17:08:07.999773
